"ID","river.id","sample.type","location.id","sampling.type","replicate.id","original.id","Date","Start_Time","Time_zone","Stream_Name","Stream_Order","City","State_or_Province","Country","General_Vegetation","Weather","Hydrogeomorphology","River_Gradient","Intermittent_or_Perennial","Sediment","Distance_DS.and.MS_meters","Distance_MS.and.US_meters","Primary.Sources.Flow.Variation","pH","Temp_degC","DO_perc.sat","DO_mg.per.L","Algal.Mat.Coverage","Depositional.Type","Latitude_dec.deg","Longitude_dec.deg","Macrophyte.Coverage","Sunlight.Access_Perc.Canopy.Cover","Water.Column.Height_cm","Sampler_Organization","Associated_Site","Sampler_Name","Approx.Distance.From.Gauge_meters","Discharge_Link","US.or.DS.of.Gauge","Gauge_Latitude_dec.deg","Gauge_Longitude_dec.deg","Met.Station.Nearby","Met.Station","Precipitation.Within.Week","Number.Days.Since.Precip","Dam.Upstream.Site","Dam","Contamination.Source.Upstream","Contamination.Source","Water.Quality.Data.Available","Water.Quality.Data","Known.Data","Published.Work.On.Site","Published.Work","Notes","Study_Code","resprate_mg.L.h","resp.inc.time.min","resp.r2","resp.pval","NPOC_mg.L.asC","del2H_permil","del18O_permil","Cl_mgL","SO4_mgL","NO3_mgL","NO2_mgL","F_mgL"
"SW_S19S.0080_U_2","S19S.0080","SW","U",NA,"2","S19S_0080_ICR.2_p05","20-Aug-19","8:00",NA,"Rio Grande","7","South Valley","New Mexico","USA","Broadleaf deciduous tree. Shrub",NA,"Multi-channel","Relatively flat/gentle gradient (e.g. valleys)",NA,"Silt/mud (<0.0625mm)","10","10",NA,"8.11","22.7","76.9","6.66",NA,NA,NA,NA,NA,NA,NA,"University of New Mexico","NSF Long Term Ecological Research (LTER) site: Sevilleta","Dave Van Horn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both filters broke - was able to filter samples but not preserve filters","WHONDRS_S19S",NA,NA,NA,NA,2.72,NA,NA,14.99,79.17,1.27,0.04,0.26
"SED_S19S.0081_M_Field","S19S.0081","SED","M","Field",NA,"S19S_0081_Sed_Field_ICR.M_p2","19-Aug-19","10:30","EDT","Northeast Branch of Anacostia","4","Riverdale","Maryland","USA","Broadleaf deciduous tree","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","20","20",NA,NA,NA,NA,NA,"No","Pool lip","38.96027778","-76.92611111","No","Full sunlight (0-20% canopy cover)","14.5","Pacific Northwest National Laboratory",NA,"Stephanie Pennington","50","https://waterdata.usgs.gov/nwis/uv?site_no=01649500","Upstream",NA,NA,NA,NA,"Yes","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sediment D1 is mid and D2 is down; We were using an outdated protocol and subsequently missed a few steps. D1 sediment is mid sediment + RNALater. D2 is down sediment + RNALater. 2 orange tubes unused and plastic bottle unused (wasn't in old protocol?)","WHONDRS_S19S",NA,NA,NA,NA,7.58,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0081_U_Field","S19S.0081","SED","U","Field",NA,"S19S_0081_Sed_Field_ICR.U_p2","19-Aug-19","10:30","EDT","Northeast Branch of Anacostia","4","Riverdale","Maryland","USA","Broadleaf deciduous tree","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","20","20",NA,NA,NA,NA,NA,"No","Inside bend of a stream","38.9603293","-76.9259674","No","Full sunlight (0-20% canopy cover)","23.5","Pacific Northwest National Laboratory",NA,"Stephanie Pennington","50","https://waterdata.usgs.gov/nwis/uv?site_no=01649500","Upstream",NA,NA,NA,NA,"Yes","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sediment D1 is mid and D2 is down; We were using an outdated protocol and subsequently missed a few steps. D1 sediment is mid sediment + RNALater. D2 is down sediment + RNALater. 2 orange tubes unused and plastic bottle unused (wasn't in old protocol?)","WHONDRS_S19S",6.42,33,0.988,0.012,24.22,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0081_U_1","S19S.0081","SW","U",NA,"1","S19S_0081_ICR.1_p05","19-Aug-19","10:30","EDT","Northeast Branch of Anacostia","4","Riverdale","Maryland","USA","Broadleaf deciduous tree","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","20","20",NA,"6.5","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific Northwest National Laboratory",NA,"Stephanie Pennington","50","https://waterdata.usgs.gov/nwis/uv?site_no=01649500","Upstream",NA,NA,NA,NA,"Yes","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sediment D1 is mid and D2 is down; We were using an outdated protocol and subsequently missed a few steps. D1 sediment is mid sediment + RNALater. D2 is down sediment + RNALater. 2 orange tubes unused and plastic bottle unused (wasn't in old protocol?)","WHONDRS_S19S",NA,NA,NA,NA,2.86,-34.1,-5.6,92.26,11.64,2.95,0.04,0.09
"SW_S19S.0081_U_2","S19S.0081","SW","U",NA,"2","S19S_0081_ICR.2_p05","19-Aug-19","10:30","EDT","Northeast Branch of Anacostia","4","Riverdale","Maryland","USA","Broadleaf deciduous tree","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","20","20",NA,"6.5","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific Northwest National Laboratory",NA,"Stephanie Pennington","50","https://waterdata.usgs.gov/nwis/uv?site_no=01649500","Upstream",NA,NA,NA,NA,"Yes","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sediment D1 is mid and D2 is down; We were using an outdated protocol and subsequently missed a few steps. D1 sediment is mid sediment + RNALater. D2 is down sediment + RNALater. 2 orange tubes unused and plastic bottle unused (wasn't in old protocol?)","WHONDRS_S19S",NA,NA,NA,NA,2.87,NA,NA,90.4,11.49,2.9,0.04,0.1
"SW_S19S.0081_U_3","S19S.0081","SW","U",NA,"3","S19S_0081_ICR.3_p05","19-Aug-19","10:30","EDT","Northeast Branch of Anacostia","4","Riverdale","Maryland","USA","Broadleaf deciduous tree","Sunny","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","20","20",NA,"6.5","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific Northwest National Laboratory",NA,"Stephanie Pennington","50","https://waterdata.usgs.gov/nwis/uv?site_no=01649500","Upstream",NA,NA,NA,NA,"Yes","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sediment D1 is mid and D2 is down; We were using an outdated protocol and subsequently missed a few steps. D1 sediment is mid sediment + RNALater. D2 is down sediment + RNALater. 2 orange tubes unused and plastic bottle unused (wasn't in old protocol?)","WHONDRS_S19S",NA,NA,NA,NA,2.32,NA,NA,92.06,11.52,2.74,0.04,0.1
"SED_S19S.0082_D_Field","S19S.0082","SED","D","Field",NA,"S19S_0082_Sed_Field_ICR.D_p2","19-Aug-19","17:00","EDT","Muddy Creek","3","Edgewater","Maryland","USA","Grass","Overcast","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","12","12",NA,NA,NA,NA,NA,"No","Marsh","38.8748619","-76.5465418","High","Full sunlight (0-20% canopy cover)","40","Pacific Northwest National Laboratory",NA,"Ben Bond-Lamberty","10",NA,"Downstream",NA,NA,NA,NA,"Yes","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60ml syringe broke  at  outlet","WHONDRS_S19S",11.47,27,1,NA,17.91,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0082_M_Field","S19S.0082","SED","M","Field",NA,"S19S_0082_Sed_Field_ICR.M_p2","19-Aug-19","17:00","EDT","Muddy Creek","3","Edgewater","Maryland","USA","Grass","Overcast","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","12","12",NA,NA,NA,NA,NA,"No","Marsh","38.8748139","-76.5464751","High","Full sunlight (0-20% canopy cover)","40","Pacific Northwest National Laboratory",NA,"Ben Bond-Lamberty","10",NA,"Downstream",NA,NA,NA,NA,"Yes","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60ml syringe broke  at  outlet","WHONDRS_S19S",9.65,25,1,NA,20.54,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0082_U_Field","S19S.0082","SED","U","Field",NA,"S19S_0082_Sed_Field_ICR.U_p2","19-Aug-19","17:00","EDT","Muddy Creek","3","Edgewater","Maryland","USA","Grass","Overcast","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","12","12",NA,NA,NA,NA,NA,"No","Marsh","38.8749661","-76.5464942","High","Full sunlight (0-20% canopy cover)","60","Pacific Northwest National Laboratory",NA,"Ben Bond-Lamberty","10",NA,"Downstream",NA,NA,NA,NA,"Yes","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60ml syringe broke  at  outlet","WHONDRS_S19S",27.96,15,1,NA,22.25,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0082_U_1","S19S.0082","SW","U",NA,"1","S19S_0082_ICR.1_p05","19-Aug-19","17:00","EDT","Muddy Creek","3","Edgewater","Maryland","USA","Grass","Overcast","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","12","12",NA,"7","31.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific Northwest National Laboratory",NA,"Ben Bond-Lamberty","10",NA,"Downstream",NA,NA,NA,NA,"Yes","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60ml syringe broke  at  outlet","WHONDRS_S19S",NA,NA,NA,NA,5.51,-32.4,-4.9,3874.53,515.7,0.12,0.04,0.02
"SW_S19S.0082_U_2","S19S.0082","SW","U",NA,"2","S19S_0082_ICR.2_p05","19-Aug-19","17:00","EDT","Muddy Creek","3","Edgewater","Maryland","USA","Grass","Overcast","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","12","12",NA,"7","31.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific Northwest National Laboratory",NA,"Ben Bond-Lamberty","10",NA,"Downstream",NA,NA,NA,NA,"Yes","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60ml syringe broke  at  outlet","WHONDRS_S19S",NA,NA,NA,NA,5.44,NA,NA,132,561.17,0.12,0.04,0.02
"SW_S19S.0082_U_3","S19S.0082","SW","U",NA,"3","S19S_0082_ICR.3_p05","19-Aug-19","17:00","EDT","Muddy Creek","3","Edgewater","Maryland","USA","Grass","Overcast","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Silt/mud (<0.0625mm)","12","12",NA,"7","31.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific Northwest National Laboratory",NA,"Ben Bond-Lamberty","10",NA,"Downstream",NA,NA,NA,NA,"Yes","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60ml syringe broke  at  outlet","WHONDRS_S19S",NA,NA,NA,NA,5.39,NA,NA,3964.3,535.06,0.12,0.04,0.02
"SED_S19S.0083_D_Field","S19S.0083","SED","D","Field",NA,"S19S_0083_Sed_Field_ICR.D_p2","19-Aug-19","10:35","CDT","Sangamon","5","Fisher","Illinois","USA","Broadleaf deciduous tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Sand","10","10","Natural flow (seasonal). Evapotranspiration",NA,NA,NA,NA,"No","Shallow waters near the shore","40.31083","-88.3227","Low","Accessible direct sunlight (20-50% canopy cover)","7","University of Illinois at Urbana-Champaign","NSF Critical Zone Observatory (CZO) site: Intensively Managed Landscapes","Alison Anders","20","https://waterdata.usgs.gov/nwis/uv/?site_no=05570910&agency_cd=USGS","Downstream","40.31056","-88.32222","Yes","Weather station at Sald Creek Near Farmer City IL https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=401340088393801","Yes","2","No",NA,"Yes","Agricultural runoff throughout the basin","Yes","https://nwis.waterdata.usgs.gov/nwis/qwdata/?site_no=05570910&agency_cd=USGS&amp;",NA,"No",NA,"sunny. hot and humid","WHONDRS_S19S",4.75,39,0.985,0.007,9.6,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0083_M_Field","S19S.0083","SED","M","Field",NA,"S19S_0083_Sed_Field_ICR.M_p2","19-Aug-19","10:35","CDT","Sangamon","5","Fisher","Illinois","USA","Broadleaf deciduous tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Sand","10","10","Natural flow (seasonal). Evapotranspiration",NA,NA,NA,NA,"No","Shallow waters near the shore","40.31083","-88.3227","Low","No or almost no direct sunlight (>80% canopy cover)","6","University of Illinois at Urbana-Champaign","NSF Critical Zone Observatory (CZO) site: Intensively Managed Landscapes","Alison Anders","20","https://waterdata.usgs.gov/nwis/uv/?site_no=05570910&agency_cd=USGS","Downstream","40.31056","-88.32222","Yes","Weather station at Sald Creek Near Farmer City IL https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=401340088393801","Yes","2","No",NA,"Yes","Agricultural runoff throughout the basin","Yes","https://nwis.waterdata.usgs.gov/nwis/qwdata/?site_no=05570910&agency_cd=USGS&amp;",NA,"No",NA,"sunny. hot and humid","WHONDRS_S19S",7.29,28,0.984,0.016,17.88,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0083_U_1","S19S.0083","SW","U",NA,"1","S19S_0083_ICR.1_p05","19-Aug-19","10:35","CDT","Sangamon","5","Fisher","Illinois","USA","Broadleaf deciduous tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Sand","10","10","Natural flow (seasonal). Evapotranspiration","7.5","25.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Illinois at Urbana-Champaign","NSF Critical Zone Observatory (CZO) site: Intensively Managed Landscapes","Alison Anders","20","https://waterdata.usgs.gov/nwis/uv/?site_no=05570910&agency_cd=USGS","Downstream","40.31056","-88.32222","Yes","Weather station at Sald Creek Near Farmer City IL https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=401340088393801","Yes","2","No",NA,"Yes","Agricultural runoff throughout the basin","Yes","https://nwis.waterdata.usgs.gov/nwis/qwdata/?site_no=05570910&agency_cd=USGS&amp;",NA,"No",NA,"sunny. hot and humid","WHONDRS_S19S",NA,NA,NA,NA,3.75,NA,NA,48.18,78.7,0.61,0.04,0.22
"SW_S19S.0083_U_2","S19S.0083","SW","U",NA,"2","S19S_0083_ICR.2_p05","19-Aug-19","10:35","CDT","Sangamon","5","Fisher","Illinois","USA","Broadleaf deciduous tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Sand","10","10","Natural flow (seasonal). Evapotranspiration","7.5","25.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Illinois at Urbana-Champaign","NSF Critical Zone Observatory (CZO) site: Intensively Managed Landscapes","Alison Anders","20","https://waterdata.usgs.gov/nwis/uv/?site_no=05570910&agency_cd=USGS","Downstream","40.31056","-88.32222","Yes","Weather station at Sald Creek Near Farmer City IL https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=401340088393801","Yes","2","No",NA,"Yes","Agricultural runoff throughout the basin","Yes","https://nwis.waterdata.usgs.gov/nwis/qwdata/?site_no=05570910&agency_cd=USGS&amp;",NA,"No",NA,"sunny. hot and humid","WHONDRS_S19S",NA,NA,NA,NA,2.49,NA,NA,47.57,77.28,0.6,0.04,0.23
"SW_S19S.0083_U_3","S19S.0083","SW","U",NA,"3","S19S_0083_ICR.3_p05","19-Aug-19","10:35","CDT","Sangamon","5","Fisher","Illinois","USA","Broadleaf deciduous tree","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Sand","10","10","Natural flow (seasonal). Evapotranspiration","7.5","25.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Illinois at Urbana-Champaign","NSF Critical Zone Observatory (CZO) site: Intensively Managed Landscapes","Alison Anders","20","https://waterdata.usgs.gov/nwis/uv/?site_no=05570910&agency_cd=USGS","Downstream","40.31056","-88.32222","Yes","Weather station at Sald Creek Near Farmer City IL https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=401340088393801","Yes","2","No",NA,"Yes","Agricultural runoff throughout the basin","Yes","https://nwis.waterdata.usgs.gov/nwis/qwdata/?site_no=05570910&agency_cd=USGS&amp;",NA,"No",NA,"sunny. hot and humid","WHONDRS_S19S",NA,NA,NA,NA,2.9,NA,NA,23.94,40.33,0.56,0.04,0.19
"SED_S19S.0084_D_Field","S19S.0084","SED","D","Field",NA,"S19S_0084_Sed_Field_ICR.D_p2","19-Aug-19","13:36","EDT","Watershed 3 stream","1","North Woodstock","New Hampshire","USA","Broadleaf deciduous tree","Partly cloudy. On the fringe of a thunder storm with light rain for about 10 minutes","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","14","14","Natural flow (seasonal)",NA,NA,NA,NA,"No","Pool lip","43.954722","-71.722778","No","No or almost no direct sunlight (>80% canopy cover)","10","US Forest Service","USDA Forest Service Experimental Forest site: HJ Andrews","John Campbell","15","https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=1","Upstream","43.955","-71.7223","Yes","Rain Gage 4  https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=13","Yes","0","No",NA,"No",NA,"Yes","Cations. Anions. DOC. DON. etc.","https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-hbr.208.2","Yes","Likens. G. E. 2013. Biogeochemistry of a Forested Ecosystem. Third edition. Springer. New York.",NA,"WHONDRS_S19S",1.07,112,0.995,0.001,9.65,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0084_M_Field","S19S.0084","SED","M","Field",NA,"S19S_0084_Sed_Field_ICR.M_p2","19-Aug-19","13:36","EDT","Watershed 3 stream","1","North Woodstock","New Hampshire","USA","Broadleaf deciduous tree","Partly cloudy. On the fringe of a thunder storm with light rain for about 10 minutes","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","14","14","Natural flow (seasonal)",NA,NA,NA,NA,"No","Pool lip","43.954722","-71.722778","No","No or almost no direct sunlight (>80% canopy cover)","16","US Forest Service","USDA Forest Service Experimental Forest site: HJ Andrews","John Campbell","15","https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=1","Upstream","43.955","-71.7223","Yes","Rain Gage 4  https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=13","Yes","0","No",NA,"No",NA,"Yes","Cations. Anions. DOC. DON. etc.","https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-hbr.208.2","Yes","Likens. G. E. 2013. Biogeochemistry of a Forested Ecosystem. Third edition. Springer. New York.",NA,"WHONDRS_S19S",1.33,110,0.99,0.001,22.51,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0084_U_Field","S19S.0084","SED","U","Field",NA,"S19S_0084_Sed_Field_ICR.U_p2","19-Aug-19","13:36","EDT","Watershed 3 stream","1","North Woodstock","New Hampshire","USA","Broadleaf deciduous tree","Partly cloudy. On the fringe of a thunder storm with light rain for about 10 minutes","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","14","14","Natural flow (seasonal)",NA,NA,NA,NA,"No","Pool lip","43.954722","-71.722778","No","No or almost no direct sunlight (>80% canopy cover)","12","US Forest Service","USDA Forest Service Experimental Forest site: HJ Andrews","John Campbell","15","https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=1","Upstream","43.955","-71.7223","Yes","Rain Gage 4  https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=13","Yes","0","No",NA,"No",NA,"Yes","Cations. Anions. DOC. DON. etc.","https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-hbr.208.2","Yes","Likens. G. E. 2013. Biogeochemistry of a Forested Ecosystem. Third edition. Springer. New York.",NA,"WHONDRS_S19S",0.75,112,0.907,0.002,10.62,NA,NA,NA,NA,NA,NA,NA
"SW_S19S.0084_U_1","S19S.0084","SW","U",NA,"1","S19S_0084_ICR.1_p05","19-Aug-19","13:36","EDT","Watershed 3 stream","1","North Woodstock","New Hampshire","USA","Broadleaf deciduous tree","Partly cloudy. On the fringe of a thunder storm with light rain for about 10 minutes","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","14","14","Natural flow (seasonal)","6","17.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US Forest Service","USDA Forest Service Experimental Forest site: HJ Andrews","John Campbell","15","https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=1","Upstream","43.955","-71.7223","Yes","Rain Gage 4  https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=13","Yes","0","No",NA,"No",NA,"Yes","Cations. Anions. DOC. DON. etc.","https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-hbr.208.2","Yes","Likens. G. E. 2013. Biogeochemistry of a Forested Ecosystem. Third edition. Springer. New York.",NA,"WHONDRS_S19S",NA,NA,NA,NA,1.77,-57.5,-9.24,0.4,2.66,0.12,0.04,0.04
"SW_S19S.0084_U_2","S19S.0084","SW","U",NA,"2","S19S_0084_ICR.2_p05","19-Aug-19","13:36","EDT","Watershed 3 stream","1","North Woodstock","New Hampshire","USA","Broadleaf deciduous tree","Partly cloudy. On the fringe of a thunder storm with light rain for about 10 minutes","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","14","14","Natural flow (seasonal)","6","17.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US Forest Service","USDA Forest Service Experimental Forest site: HJ Andrews","John Campbell","15","https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=1","Upstream","43.955","-71.7223","Yes","Rain Gage 4  https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=13","Yes","0","No",NA,"No",NA,"Yes","Cations. Anions. DOC. DON. etc.","https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-hbr.208.2","Yes","Likens. G. E. 2013. Biogeochemistry of a Forested Ecosystem. Third edition. Springer. New York.",NA,"WHONDRS_S19S",NA,NA,NA,NA,2.15,NA,NA,0.37,2.88,0.12,0.04,0.04
"SW_S19S.0084_U_3","S19S.0084","SW","U",NA,"3","S19S_0084_ICR.3_p05","19-Aug-19","13:36","EDT","Watershed 3 stream","1","North Woodstock","New Hampshire","USA","Broadleaf deciduous tree","Partly cloudy. On the fringe of a thunder storm with light rain for about 10 minutes","Single-channel straight","Relatively steep gradient (e.g. mountainous or hilly terrain)","Perennial","Gravel/cobble (>2mm)","14","14","Natural flow (seasonal)","6","17.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US Forest Service","USDA Forest Service Experimental Forest site: HJ Andrews","John Campbell","15","https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=1","Upstream","43.955","-71.7223","Yes","Rain Gage 4  https://portal.lternet.edu/nis/mapbrowse?scope=knb-lter-hbr&identifier=13","Yes","0","No",NA,"No",NA,"Yes","Cations. Anions. DOC. DON. etc.","https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-hbr.208.2","Yes","Likens. G. E. 2013. Biogeochemistry of a Forested Ecosystem. Third edition. Springer. New York.",NA,"WHONDRS_S19S",NA,NA,NA,NA,1.36,NA,NA,0.37,2.85,0.12,0.04,0.04
"SED_S19S.0085_D_Field","S19S.0085","SED","D","Field",NA,"S19S_0085_Sed_Field_ICR.D_p15","19-Aug-19","12:30","MDT","Mores Creek","5","Idaho City","Idaho","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","22.9","16","Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping",NA,NA,NA,NA,"No","Nearshore of upstream end of sandy vegetated point bar","43.6479639","-115.9902503","Low","Partial direct sunlight (50-80% canopy cover)","8.5","Boise State University",NA,"Allison Vincent and Caroline Nash","0","https://waterdata.usgs.gov/id/nwis/uv?site_no=13200000","Downstream","43.64805556","-115.9897222","Yes","BOISE 12.5 ENE. ID US. https://www.ncdc.noaa.gov/cdo-web/datasets/GHCND/stations/GHCND:US1IDBS0001/detail","No",NA,"No",NA,"Yes","Pivot-irrigated agriculture upstream; no obvious visual signs of contamination but potential for it. ","Yes","Temperature. conductivity","http://mapcase.deq.idaho.gov/wq2014/scripts/adb2014.aspx?WBIDSEGID=ID17050112SW009_06","No",NA,"Upstream of backwater to Lucky Peak Dam; downstream of nearby agricultural use (hay. alfalfa); recent flooding evidenced by severely damaged bridge. rafted debris high on vegetated bar. ","WHONDRS_S19S",1.34,128,0.942,0.002,17.21,NA,NA,NA,NA,NA,NA,NA
"SED_S19S.0085_M_Field","S19S.0085","SED","M","Field",NA,"S19S_0085_Sed_Field_ICR.M_p15","19-Aug-19","12:30","MDT","Mores Creek","5","Idaho City","Idaho","USA","Broadleaf deciduous tree. Shrub","Sunny","Single-channel meandering","Relatively flat/gentle gradient (e.g. valleys)","Perennial","Gravel/cobble (>2mm)","22.9","16","Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping",NA,NA,NA,NA,"No","Shallow waters near the shore","43.64815","-115.98908","Low","Accessible direct sunlight (20-50% canopy cover)","8.25","Boise State University",NA,"Allison Vincent and Caroline Nash","0","https://waterdata.usgs.gov/id/nwis/uv?site_no=13200000","Downstream","43.64805556","-115.9897222","Yes","BOISE 12.5 ENE. ID US. https://www.ncdc.noaa.gov/cdo-web/datasets/GHCND/stations/GHCND:US1IDBS0001/detail","No",NA,"No",NA,"Yes","Pivot-irrigated agriculture upstream; no obvious visual signs of contamination but potential for it. ","Yes","Temperature. conductivity","http://mapcase.deq.idaho.gov/wq2014/scripts/adb2014.aspx?WBIDSEGID=ID17050112SW009_06","No",NA,"Upstream of backwater to Lucky Peak Dam; downstream of nearby agricultural use (hay. alfalfa); recent flooding evidenced by severely damaged bridge. rafted debris high on vegetated bar. ","WHONDRS_S19S",2.35,71,0.999,0.001,16.71,NA,NA,NA,NA,NA,NA,NA
