Study_Code,Sample_ID,Date,Start_Time,Time_zone,Sampler_Organization,Associated_Site,Sampler_Name,Stream_Name,Stream_Order,City,State_or_Province,Country,General_Vegetation,Weather,Hydrogeomorphology,River_Gradient,Intermittent_or_Perennial,Sediment,Distance_DS.and.MS_meters,Distance_MS.and.US_meters,US_Latitude_dec.deg,US_Longitude_dec.deg,US_Water.Column.Height_cm,US_Depositional.Type,US_Algal.Mat.Coverage,US_Macrophyte.Coverage,US_Sunlight.Access_Perc.Canopy.Cover,MS_Latitude_dec.deg,MS_Longitude_dec.deg,MS_Water.Column.Height_cm,MS_Depositional.Type,MS_Algal.Mat.Coverage,MS_Macrophyte.Coverage,MS_Sunlight.Access_Perc.Canopy.Cover,DS_Latitude_dec.deg,DS_Longitude_dec.deg,DS_Water.Column.Height_cm,DS_Depositional.Type,DS_Algal.Mat.Coverage,DS_Macrophyte.Coverage,DS_Sunlight.Access_Perc.Canopy.Cover,SW_pH,DO_perc.sat,DO_mg.per.L,SW_Temp_degC,Approx.Distance.From.Gauge_meters,Discharge_Link,US.or.DS.of.Gauge,Gauge_Latitude_dec.deg,Gauge_Longitude_dec.deg,Primary.Sources.Flow.Variation,Met.Station.Nearby,Met.Station,Precipitation.Within.Week,Number.Days.Since.Precip,Dam.Upstream.Site,Dam,Contamination.Source.Upstream,Contamination.Source,Water.Quality.Data.Available,Water.Quality.Data,Known.Data,Published.Work.On.Site,Published.Work,Notes
WHONDRS_S19S,S19S_0025,6-Aug-19,10:15,CDT,Battelle-NEON,National Ecological Observatory (NEON) site: PRIN,Kaitlan Jones,Pringle Creek,3,Alvord,Texas,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny. Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,29.3,33.5,33.37834,-97.78338,5.5,Inside bend of a stream,High,High,No or almost no direct sunlight (>80% canopy cover),33.37834,-97.78307,9,Shallow waters near the shore,High,High,Full sunlight (0-20% canopy cover),33.37853,-97.78275,28,Downstream of small tributary,High,High,Accessible direct sunlight (20-50% canopy cover),7,62.2,5.04,26,100,https://data.neonscience.org/browse-data?showAllDates=true&showAllSites=true&showTheme=eco,Downstream,33.3784,-97.7836,Natural flow (seasonal). Evapotranspiration. Occasional seasonal drying due to arid conditions,Yes,https://data.neonscience.org/browse-data?showAllDates=true&showAllSites=true&showTheme=eco,Yes,0,No,Not_Provided,No,Not_Provided,Yes,Stable Isotopes. Dissolved Gases. Aquatic Microbes. Temperature. Specific Conductivity. Dissolved Oxygen %. Dissolved Oxygen mg/L. pH. Chlorophyll-a. Turbidity. fDOM. Elevation. Nitrates. Photosynthetically active radiation. Stream discharge. Reaeration,344-1094 SpC Range,No,Not_Provided,Due to low water depth conditions water samples were taken at a different location downstream of where the sediment downstream samples were collected. There are more pictures and data if needed for both of these downstream sites.
WHONDRS_S19S,S19S_0026,5-Aug-19,10:32,MDT,Battelle-NEON,National Ecological Observatory (NEON) site: COMO,Zack Lafaver/Hannah Schartel,Como Creek,1,Nederland,Colorado,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny. Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Bedrock (primarily),40,18,40.03497,-105.54393,17,Inside bend of a stream,No,Low,Accessible direct sunlight (20-50% canopy cover),40.03496,-105.54371,7,Pool lip,No,Low,Accessible direct sunlight (20-50% canopy cover),40.03489,-105.54327,11,Inside bend of a stream,No,Low,Accessible direct sunlight (20-50% canopy cover),6,98.9,8.25,9.5,90,https://data.neonscience.org/home,Downstream,40.03498,-105.54436,Natural flow (seasonal),Yes,NOAA,Yes,Not_Provided,No,Not_Provided,No,Not_Provided,Yes,Not_Provided,https://data.neonscience.org/home,Yes,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0027,13-Aug-19,11:47,MST,Battelle-NEON,National Ecological Observatory (NEON) site: WLOU,Richard Lehrter,West St. Louis Creek,1,Fraser,Colorado,USA,Needleleaf evergreen tree. Shrub,Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),24,13,39.89071,-105.91164,10,Inside bend of a stream,No,Low,Partial direct sunlight (50-80% canopy cover),39.89078,-105.91152,9,Pool lip,No,Low,No or almost no direct sunlight (>80% canopy cover),39.89064,-105.91125,16,Shallow waters near the shore,No,Low,Accessible direct sunlight (20-50% canopy cover),6.5,109.6,9.57,7.1,2,https://data.neonscience.org/home,Upstream,39.890669,-105.911314,Natural flow (seasonal). Glacial melt,Yes,https://data.neonscience.org/home (WLOU),Yes,1,No,Not_Provided,No,Not_Provided,Yes,https://data.neonscience.org/home,https://data.neonscience.org/home,No,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0028,6-Aug-19,9:59,MST,Battelle-NEON,National Ecological Observatory (NEON) site: SYCA,Rachel More-Hla,Sycamore Creek,4,Mesa,Arizona,USA,Broadleaf deciduous tree. Shrub,Overcast,Multi-channel,Relatively steep gradient (e.g. mountainous or hilly terrain),Intermittent,Sand,19,26,33.750837,-111.508141,10,Downstream from obstacles,High,Low,Full sunlight (0-20% canopy cover),33.750788,-111.508001,22,Pool lip,High,High,Accessible direct sunlight (20-50% canopy cover),33.750675,-111.507871,12,Shallow waters near the shore,High,High,Accessible direct sunlight (20-50% canopy cover),7.5,Not_Provided,Not_Provided,23.8,12,Not_Provided,Downstream,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,Not_Provided,Yes,0,No,Not_Provided,No,Not_Provided,Yes,Not_Provided,Not_Provided,Yes,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0029,5-Aug-19,10:52,MST,Battelle-NEON,National Ecological Observatory (NEON) site: REDB,Beth Johnston,Red Butte Creek,3,Salt Lake City,Utah,USA,Broadleaf deciduous tree,Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),10,30,40.78464,-111.79547,12,Shallow waters near the shore,No,No,Accessible direct sunlight (20-50% canopy cover),40.78466,-111.79582,2,Downstream from obstacles,High,No,Partial direct sunlight (50-80% canopy cover),40.78319,-111.80126,6.5,Shallow waters near the shore,No,No,Accessible direct sunlight (20-50% canopy cover),7.5,90,9.72,12,20,Not_Provided,Downstream,40.78474,-111.795706,Natural flow (seasonal),No,Not_Provided,Yes,5,No,Not_Provided,No,Not_Provided,Yes,stable isotope. soil water content and salinity. SpC in groundwater. nitrate. PAR at water surface. temperature. chemical properties of surface water. dissolved gases. reaeration. water quality ,450 - 800,Yes,Ehleringer. J. R.. Arnow. L. A.. Arnow. T.. NcNulty. I. B.. Negus. N.. C.  (1992).  Red Butte Canyon Research Natural Area: History. Flora. Geology. Climate. and Ecology.  The Great Basin Naturalist. 52(2). 95 - 121.,Not_Provided
WHONDRS_S19S,S19S_0030,13-Aug-19,10:45,PST,Battelle-NEON,National Ecological Observatory (NEON) site: MART,Alex Keithline,Martha Creek,2,Stabler,Washington,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),40,30,45.792233,-121.929928,32,Pool lip,No,No,Full sunlight (0-20% canopy cover),45.792279,-121.929539,9,Shallow waters near the shore,No,No,Full sunlight (0-20% canopy cover),45.792348,-121.929131,15,Pool lip,No,High,Full sunlight (0-20% canopy cover),6,89.1,9.1,14.7,30,https://data.neonscience.org/home,Downstream,45.79235,-121.929322,Natural flow (seasonal),Yes,https://data.neonscience.org/home (MART),Yes,2,No,Not_Provided,No,Not_Provided,Yes,Multisonde (turbidity. pH. fDOM. conductivity. Alg/Chl. DO). SUNA Nitrate Analyzer. multiple years of water grab data.,Specific Conductivity tends to be around 30-40 uS/cm year round.  See https://www.neonscience.org/data for all data from MART.,No,Not_Provided,Flows were/are very low at time of sampling.  
WHONDRS_S19S,S19S_0031,19-Aug-19,14:14,PDT,Battelle-NEON,National Ecological Observatory (NEON) site: MCRA,Alex Keithline,McRae Creek,1,Blue River,Oregon,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively steep gradient (e.g.. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),18,45,44.2605576,-122.1642723,11,Shallow waters near the shore,No,Low,Accessible direct sunlight (20-50% canopy cover),44.2602364,-122.1647132,9,Riffle,No,High,Accessible direct sunlight (20-50% canopy cover),44.2602628,-122.1650676,24,Pool lip,No,High,Accessible direct sunlight (20-50% canopy cover),6,96.6,9.56,12.4,31,https://data.neonscience.org/home,Downstream,Not_Provided,Not_Provided,Natural flow (seasonal). Large woody debris,Yes, https://data.neonscience.org/home (MCRA),No,Not_Provided,No,Not_Provided,No,Not_Provided,Yes,https://data.neonscience.org/home,Not_Provided,No,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0032,26-Aug-19,12:35,PDT,Battelle-NEON D17,National Ecological Observatory (NEON) site: RECR,Erin Crandall,Teakettle 2 Creek,1,Sierra National Forest ,California,USA,Needleleaf evergreen tree. Shrub,Partly cloudy,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),64,10,36.95497,-119.02375,5,Pool lip,No,Low,Accessible direct sunlight (20-50% canopy cover),36.95503,-119.02367,10.5,Downstream from obstacles,No,Low,Partial direct sunlight (50-80% canopy cover),39.95545,-119.02313,39.5,Pool lip,No,Low,Accessible direct sunlight (20-50% canopy cover),7,87.5,9.35,13.1,<100,https://data.neonscience.org/home,Not_Provided,36.95521,-119.02348,Natural flow (seasonal),Yes,Not_Provided,No,Not_Provided,No,Not_Provided,No,Not_Provided,Yes,pH. DO. turbidity. chlorophyll. fDOM. nitrate. conductivity. temperature. pressure ,<40 uS/cm,Not_Provided,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0033,12-Aug-19,13:55,PDT,Battelle-NEON D17,National Ecological Observatory (NEON) site: BIGC,Erin Crandall,Big Creek ,2,Auberry,California ,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),60,30,37.0581,-119.256,5,Shallow waters near the shore,Low,Low,Partial direct sunlight (50-80% canopy cover),37.0582,-119.2557,19,Inside bend of a stream,Low,No,No or almost no direct sunlight (>80% canopy cover),37.0576,-119.2554,9,Shallow waters near the shore,Low,No,Partial direct sunlight (50-80% canopy cover),7,97.3,9.46,16.6,Not_Provided,https://data.neonscience.org,Not_Provided,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,https://data.neonscience.org/home (BIGC),No,Not_Provided,No,Not_Provided,No,Not_Provided,Yes,pH. turbidity. conductivity. chlorophyll. DO. fDOM. nitrate ,100-200 uS/cm specific conductivity range - https://data.neonscience.org,Not_Provided,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0034,5-Aug-19,10:30,MDT,CZO (Jemez/Valle Caldera),NSF Critical Zone Observatory (CZO) site: Jemez/Valle Caldera,Adam Killebrew,La Jara,1,Los Alamos,New Mexico,USA,Needleleaf evergreen tree. Grass,Partly cloudy. Overcast,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),25,25,35.868,-106.5233,4,Inside bend of a stream,Low. The algal mat coverage is not on sediment but nearby,Low,Accessible direct sunlight (20-50% canopy cover),35.8678,-106.5232,5.4,Pool lip,Low. The algal mat coverage is not on sediment but nearby,Low,Accessible direct sunlight (20-50% canopy cover),35.8677,-106.5233,9.2,Downstream from obstacles,Low. The algal mat coverage is not on sediment but nearby,Low,Partial direct sunlight (50-80% canopy cover),7,94,Not_Provided,13.8,85,https://criticalzone.org/catalina-jemez/data/datasets/#streamflow-discharge,Downstream,Not_Provided,Not_Provided,Natural flow (seasonal),Yes,https://criticalzone.org/catalina-jemez/data/datasets/#meteorology,Yes,1,No,Not_Provided,No,Not_Provided,Yes,pH. DO. Temp. EC. cations. anions. dissolved solids. etc.,Not_Provided,Yes,Not_Provided,Upper and lowest locations for sampling were less than 1( m^2). Originating from a resurgent dome in the valle caldera. NM. the La Jara stream is likely first order. spring fed with various groundwater contributions. and experiences Spring snowmelt contributions. The La Jara watershed is as high as 11.250 ft and the sampling location was  at  8000ft.
WHONDRS_S19S,S19S_0035,12-Aug-19,14:09,MST,University of Arizona,NSF Critical Zone Observatory (CZO) site: Santa Catalina,Bryan Moravec,Marshall Gulch,1,Summerhaven,Arizona,USA,Needleleaf evergreen tree. Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively steep gradient (e.g. mountainous or hilly terrain),Perennial,Gravel/cobble (>2mm),60,31,32.327329,-110.759543,19,Inside bend of a stream,Low,Low,No or almost no direct sunlight (>80% canopy cover),32.42728,-110.758821,13,Downstream from obstacles,Low,Low,No or almost no direct sunlight (>80% canopy cover),32.42735,-110.757838,14,Downstream from obstacles,No,Low,Accessible direct sunlight (20-50% canopy cover),6.5,63.1,5.88,18.4,5,Not_Provided,Downstream,32.42728,-110.758821,Natural flow (seasonal),Yes,Not_Provided,Yes,1,No,Not_Provided,No,Not_Provided,Yes,cations. anions. nutrients. stable isotopes,Not_Provided,Yes,Not_Provided,Not_Provided
WHONDRS_S19S,S19S_0036,5-Aug-19,10:45,PDT,Pacific Northwest National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Jackie Wells,Columbia,8,Richland,Washington,USA,Broadleaf deciduous tree,Sunny,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10,10,46.372753,-119.271963,26,Shallow waters near the shore,Low,No,Accessible direct sunlight (20-50% canopy cover),46.372735,-119.271921,23,Shallow waters near the shore,Low,No,Accessible direct sunlight (20-50% canopy cover),46.372515,-119.271902,28,Shallow waters near the shore,Low,No,Accessible direct sunlight (20-50% canopy cover),7,Not_Provided,Not_Provided,11,95,https://waterdata.usgs.gov/usa/nwis/uv?site_no=12472800,Downstream,46.62888889,-119.8636111,Dam (hydropower or other),Yes,Hanford 300A Met Station; https://www.hanford.gov/page.cfm/HMS/RealTimeMetData,No,Not_Provided,Yes one,Priest Rapids Dam,No,Not_Provided,Yes,SpC. DO. pH. ORP. NO3. Temp,Not_Provided,Yes,Not_Provided,Water significantly dropped during sampling.  After sed samples taken. new water column heights were: D: 19 cm. M: 12 cm. U: 16 cm
WHONDRS_S19S,S19S_0037,12-Aug-19,13:32,EST,Stroud Water Research Center,NA,Raven Bier. Clara Mendoza-Lera. Laura Zgleszewski,White Clay Creek,2,Avondale,Pennsylvania,USA,Grass,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10,10,39.8579143,-75.7831181,29,Downstream from obstacles,Low,Low,Full sunlight (0-20% canopy cover),39.8578837,-75.7830477,19.5,Downstream from obstacles,Low,Low,Full sunlight (0-20% canopy cover),39.8577967,-75.7830393,15.9,Downstream from obstacles,Low,Low,Full sunlight (0-20% canopy cover),6.5,98.6,8.97,19.4,100,https://monitormywatershed.org/sites/WCC019/,Downstream,39.85883331,-75.78334808,Natural flow (seasonal),Yes,SWRCWEATHER. https://monitormywatershed.org/sites/SWRCWEATHER/ ,Yes,3,No,Not_Provided,Yes,200m corn fields,Yes,DOC. temperature,https://doi.org/10.1002/eco.1891,Yes,https://stroudcenter.org/tag/white-clay-creek/,Not_Provided
WHONDRS_S19S,S19S_0038,12-Aug-19,16:04,EST,Stroud Water Research Center,NA,Raven Bier. Clara Mendoza-Lera. Laura Zgleszewski,White Clay Creek,2,Avondale,Pennsylvania,USA,Broadleaf deciduous tree,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),10,10,39.8595761,-75.784143,7.1,Shallow waters near the shore,No,No,No or almost no direct sunlight (>80% canopy cover),39.8595115,-75.7840693,27,Pool lip,No,No,No or almost no direct sunlight (>80% canopy cover),39.8594333,-75.7839486,9.4,Downstream from obstacles,No,No,No or almost no direct sunlight (>80% canopy cover),6.5,95.1,8.62,19.5,100,https://monitormywatershed.org/sites/WCC019/,Upstream,39.85883331,-75.78334808,Natural flow (seasonal),Yes,SWRCWEATHER. https://monitormywatershed.org/sites/SWRCWEATHER/,Yes,3,No,Not_Provided,Yes,100m corn fields,Yes,DOC. temperature, https://doi.org/10.1002/eco.1891,Yes,https://stroudcenter.org/tag/white-clay-creek/,Not_Provided
WHONDRS_S19S,S19S_0039,5-Aug-19,9:45,EDT,Oak Ridge National Laboratory,US DOE Biological and Environmental Research (BER) Scientific Focus Area (SFA) watershed testbed site,Scott Brooks/ Kenneth Lowe,East Fork Poplar Creek,3,Oak Ridge,Tennessee,USA,Broadleaf deciduous tree. Grass,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),64,103,35.966243,-84.357361,20,Downstream from obstacles,No,No,Partial direct sunlight (50-80% canopy cover),35.966319,-84.358455,7.6,Downstream from obstacles,No,No,Partial direct sunlight (50-80% canopy cover),35.966194,-84.359197,7,Downstream from obstacles,No,No,Accessible direct sunlight (20-50% canopy cover),7.5,71,6.13,22.8,64,https://www.esd.ornl.gov/programs/rsfa/data.shtml,Downstream,35.966287,-84.358178,Natural flow (seasonal),Yes,https://tgftp.nws.noaa.gov/weather/current/KOQT.html,Yes,1,No,Not_Provided,Yes,Point and diffuse source Hg contamination beginning at the head of the creek and extending downstream.  A wastewater treatment plant discharges treated effluent approximately 8 km upstream of the sampling site.  Elevated nitrate and phosphate throughout the creek due to legacy contamination. fertilizer runoff. and effluent from the wastewater treatment plant.,Yes,Seven-plus years (and continuing) of 15-min data for temperature. pH. specific conductance. and dissolved oxygen.  In the early part of the record there are also 15-min data for turbidity (soon to be added again) and CDOM.,"Typical concentrations Ca 44 mg/L; Mg 9.8 mg/L; Na 12 mg/L; K 3 mg/L.  SpC 374 uS/cm.  See also water quality data at: https://www.esd.ornl.gov/programs/rsfa/data.shtml
Riscassi. A.L.. C. Miller. and S. C. Brooks.  2016.  Seasonal and flow-driven dynamics of particulate and dissolved mercury and methylmercury in a stream impacted by an industrial mercury source.  Environ. Toxicol. Chem.  35(6):1386-1400.  doi:10.1002/etc.3310",Yes,"Schwartz. Grace E.. Todd A. Olsen. Katherine A. Muller. and Scott C. Brooks.  in press.  Ecosystem controls on methylmercury production by periphyton in a contaminated freshwater stream: Implications for predictive modeling.  Environ. Toxicol. Chem. doi: 10.1002/etc.4551

Dickson. Johnbull O.. Melanie A. Mayes. Scott C. Brooks. Tonia L. Mehlhorn. Kenneth A. Lowe. Jennifer K. Earles. Leroy Goñez-Rodriguez. David B. Watson. and Mark J. Peterson. 2019.  Source relationships between streambank soils and streambed sediments in a mercury-contaminated stream. J. Soils Sediments.  19(4):2007-2019.  DOI: 10.1007/s11368-018-2183-0 

Demers. Jason D.. Joel D. Blum. Scott C. Brooks. Patrick M. Donovan. Carrie L. Miller. Ami L. Riscassi. Wang Zheng. and Baohua Gu.  2018.  Hg isotopes reveal in-stream processing and legacy inputs in East Fork Poplar Creek. Oak Ridge. TN. USA.  Environ. Sci.: Processes & Impacts.  20(4):686-707.  DOI: 10.1039/C7EM00538E. 

Christensen. Geoffrey. Anil Somenahally. James Moberly. Carrie Miller. Andrew King. Cynthia Gilmour. Steven Brown. Mircea Podar. Craig Brandt. Scott Brooks. Anthony Palumbo. Judy Wall. and Dwayne Elias.  2018.  Carbon amendments alter microbial community structure and net mercury methylation potential in sediments.  Appl. Environ. Microbiol.  84:e01049-17.  doi: 10.1128/AEM.01049-17.

Olsen. Todd A.. Craig C. Brandt. and Scott C. Brooks.  2016.  Periphyton biofilms influence net methylmercury production in an industrially contaminated system.  Environ. Sci. Technol.  50(20):10843-10850.  doi: 10.1021/acs.est.6b01538

Riscassi. A.L.. C. Miller. and S. C. Brooks.  2016.  Seasonal and flow-driven dynamics of particulate and dissolved mercury and methylmercury in a stream impacted by an industrial mercury source.  Environ. Toxicol. Chem.  35(6):1386-1400.  doi:10.1002/etc.3310

Riscassi. A.L.. Brooks. S.. and C. Miller.  2014.  Impact of collection container material and holding times on sample integrity for mercury and methylmercury in water.  Limnology and Oceanography: Methods. 12(6):407-420.  DOI 10.4319/lom.2014.12.407

Kocman. David. Scott C. Brooks. Carrie L. Miller. and Xiangping L. Yin.  2013.  Evaluation of centrifugal ultrafilters for size fractionation of total mercury and methylmercury in freshwaters.  Environ. Chem.  10(4):323-332.  dx.doi.org/10.1071/EN12199
","Weather was clear and sunny at the time of sampling.  The creek was very turbid due to rains the previous day.  

For the third 4-mL zero head space sample. the bottom of the glass vial cracked and fell off when screwing the lid onto the vial.  The sample was lost.

We were able to use one filter for most of the filtered water samples and had to change filters after filtering ~30 mL sample into the 125 mL PETG bottle.  It was not possible to filter an additional 700 mL through that filter."
WHONDRS_S19S,S19S_0040,5-Aug-19,8:42,CDT,Kansas State University,NSF Long Term Ecological Research (LTER) site: Konza Prairie,Walter Dodds,Kings Creek (N04D),1,Manhattan,Kansas,USA,Shrub. Grass,Sunny,Single-channel meandering,Relatively steep gradient (e.g. mountainous or hilly terrain),Intermittent,Gravel/cobble (>2mm),20,10,39.08766,-96.58479,10,Pool lip,Low,No,Full sunlight (0-20% canopy cover),69.087692,-96.584798,3,bison crossing in riffle,High,No,Full sunlight (0-20% canopy cover),39.087889,-96.584725,3,Inside bend of a stream,High,No,Full sunlight (0-20% canopy cover),7.5,98.2,8.62,21.7,100,Not_Provided,Downstream,39.087379,-96.584111,Natural flow (seasonal),Yes,Konza Prairie weather station http://lter.konza.ksu.edu/content/awe01-meteorological-data-konza-prairie-headquarters-weather-station,Yes,3,No,Not_Provided,No,Not_Provided,Yes,ammonium. nitrate. srp. total N. total P. dissolved organic C,Not_Provided,Yes,"https://www.k-state.edu/doddslab/journalarticles.html has some. Type ""Konza stream"" into google scholar to get an idea",will need to submit discharge data separately.  it has not downloaded the last few days worth. N04D refers to research treatments (http://lter.konza.ksu.edu/sites/default/files/newkonzamap2017.pdf) in with N=grazed by native herbivores. 04= 4 years between burns; D= replicates of similar treatments
WHONDRS_S19S,S19S_0041,5-Aug-19,16:00,PDT,Indiana University,NA,Skuyler Herzog,Crooked River,6,Prineville,Oregon,USA,Broadleaf deciduous tree. Grass,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,3.5,6.8,44.300082,-120.85829,18,Shallow waters near the shore,No,Low,Accessible direct sunlight (20-50% canopy cover),44.300038,-120.858255,10,Shallow waters near the shore,No,Low,Accessible direct sunlight (20-50% canopy cover),44.299994,-120.858196,24,Shallow waters near the shore,No,Low,Full sunlight (0-20% canopy cover),6.5,Not_Provided,Not_Provided,20,120,https://apps.wrd.state.or.us/apps/sw/hydro_near_real_time/display_hydro_graph.aspx?station_nbr=14081500,Upstream,44.30044806,-120.8589539,Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping,No,Not_Provided,Yes,2,Yes one,~22.000 m; Bowman Dam,Yes,distributed ranching. etc.,No,Not_Provided,Not_Provided,No,Not_Provided,I originally had the canopy cover percentages reversed on my datasheet. including the field photo. That is. I meant to mark 50-80% light access rather than 50-80% shade. The data entered on this online form are correct. I also had both filters clog by the time I completed the filtered water samples. and I was unable to collect the final filtered 125mL sample. Only the first filter is being returned. because there wasn't enough RNAlater to preserve the second. The river is multi-channel at the sampling site but generally is single channel. straight beyond the site.
WHONDRS_S19S,S19S_0042,5-Aug-19,9:30,EDT,Florida International University,NSF Long Term Ecological Research (LTER) site: Florida Coastal Everglades,John Kominoski. Christopher Rizze,Shark River Slough,1,Flamingo,Florida,USA,Broadleaf evergreen tree,Partly cloudy,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10,10,25.40982,-80.96423,55,Shallow waters near the shore,No,Low,Partial direct sunlight (50-80% canopy cover),25.40979,-80.96423,65,Shallow waters near the shore,No,Low,Partial direct sunlight (50-80% canopy cover),25.40976,-80.96434,54,Shallow waters near the shore,No,Low,Partial direct sunlight (50-80% canopy cover),> 7.5,49.1,3.9,29.1,100,https://waterdata.usgs.gov/usa/nwis/uv?site_no=252230081021300,Upstream,25.37493,-81.0367,Natural flow (seasonal). Tidal. Evapotranspiration,Yes,https://my.sfwmd.gov/dbhydroplsql/show_dbkey_info.show_dbkeys_matched?v_station=ENPCN&v_js_flag=N; https://fcelter.fiu.edu/data/core/metadata/?datasetid=PHY_Grahl_001,Yes,1,Yes one,40 km Tamiami Trail,No,Not_Provided,Yes,https://fcelter.fiu.edu/data/core/metadata/?datasetid=LT_ND_Grahl_001,Not_Provided,Yes,https://fcelter.fiu.edu/publications/,Samples were taken on left bank of Shark River Slough at a long-term research site (SRS-4) of the Florida Coastal Everglades Long Term Ecological Research program.  
WHONDRS_S19S,S19S_0043,5-Aug-19,9:30,CDT,University of Wisconsin-Madison,NA,Eric Roden and Lisa Haas,Dorn Creek,3,Middleton,Wisconsin,USA,Shrub. Grass,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10,12,43.145025,-89.472134,45,Shallow waters near the shore,No,Submerged aquatic macrophytes abundant without full coverage,Full sunlight (0-20% canopy cover),43.145025,-89.472023,30,Shallow waters near the shore,No,Submerged aquatic macrophytes abundant without full coverage,Full sunlight (0-20% canopy cover),43.14501,-89.472992,20,Shallow waters near the shore,No,Submerged aquatic macrophytes abundant without full coverage,Full sunlight (0-20% canopy cover),7.5,Not_Provided,Not_Provided,15.7,2,"https://waterdata.usgs.gov/wi/nwis/uv/?site_no=05427927&PARAmeter_cd=00065,00060",Upstream,43.145,-89.472,Natural flow (seasonal),No,Not_Provided,No,Not_Provided,No,Not_Provided,No,Not_Provided,Yes,Nitrate. dissolved oxygen. dissolved organic carbon along flow path toward Lake Mendota (Craig et al.. 2010. Hydrogeol J. 18:1867–1879; https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10040-010-0665-2),Not_Provided,Yes,"https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10498-008-9043-2
https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10040-010-0665-2",The surface sediment seemed to consist of a mixture of fine-grained soil materials mixed with organic matter from decaying plant biomass. Some gravel and sand were present in the stream channel.
